	WORD	RATING
2100920	patented_Freespace	3.7560000000000002
1632164	renovascular_hypertension	2.311
990661	Somers_Point_NJ	4.1339999999999995
679978	leader_Rebiya_Kadeer	4.044
1810180	WHAT_KIND	2.285
5139	lake	7.564
1543803	lumabas_sa	2.971
2000001	al_Shalaan	3.127
623166	spokeswoman_Carol_Capas	4.782
437838	Nealis	5.3389999999999995
312227	Astrotech	3.247
842960	Bayard_H.	1.8259999999999998
1108932	Phone_+##-##-####-####_x####_Email	3.845
1056997	Resident_Co_ordinator	4.102
1460959	Implied_vols	3.5
815427	Workers_Union_AMWU	5.362
328538	Leo_Mazzone	5.445
427554	Moon_Pies	7.476
839337	RRDA	4.081
1960561	Cathi_Compton	3.391
400862	John_Sanow	1.74
1513	Christmas	5.815
770897	Wheeling_Tunnel	5.142
2138475	Burger_King_McLamore	3.0989999999999998
164257	citrus_growers	7.15
1557791	particle_dispersion	1.3940000000000001
1897490	DeJuan_Blair_Manu_Ginobili	3.404
407618	electric_Nissan_Leaf	5.837000000000001
406073	juillet	1.6880000000000002
617288	Bottomly	1.902
629857	Montegrappa	5.329
827529	TO_RESUME	2.426
1369482	Valerie_Reyna	2.34
440646	cholesterol_absorption	3.5580000000000003
839362	kernel.org	3.9989999999999997
1279561	Barty_Crouch	3.19
246946	Khaled_Mashud	4.433
1329534	Lunarpages_Lunarpages_#	3.471
1163953	Sivarasa_Rasiah	2.3609999999999998
2167146	economist_Sun_Mingchun	2.235
688087	Cimorelli	5.144
1275276	Demetrius_Ferreira	3.1439999999999997
1307273	Hey_pistolero	3.259
716886	NORTH_HOLLYWOOD	5.867000000000001
281181	colorless_odorless	1.685
1682460	Sprider_Stores	3.898
562400	Panitumumab	1.443
2107009	wore_dapper_taupe	4.21
2003888	Pancake_breakfast_#-##:##	3.536
1633849	ECAC_SIDA	4.099
850122	Ramteke	3.813
36464	flowering	5.94
1869004	near_Karnak_temple	2.213
1303295	Naya_Kashmir	0.9259999999999999
1806807	world_foremost_mentalist	3.623
92913	Simpsons_Movie	5.5329999999999995
420696	pontifications	1.5319999999999998
696001	Brad_Blume	2.991
1849632	Aayush_Arya_Macworld	3.3510000000000004
453153	Buick_Rainier	5.709
881877	Martavious	3.81
688255	Flowertots	4.707
127094	Morena	2.766
273205	hospital_superbugs	5.77
1772788	un_hackable	3.3960000000000004
2152259	Al_Sadeeq_Mosque	3.2260000000000004
1301623	Houdashelt	3.923
452622	Torit	2.563
2124069	Isabella_Hervey	3.576
633290	seeded_Philipp_Kohlschreiber	4.7410000000000005
2053069	Ordsall_Salford	3.76
1630741	Wendel_Duchscherer_Architects	3.2960000000000003
357874	Schermerhorn_Symphony_Center	6.122000000000001
1488068	CHRIS_PINE	3.153
1546456	Rujun	3.111
526527	Healthy_Workplace	3.2110000000000003
431892	Zimmermans	6.061
1572449	Panamanian_flagged_Liberian	3.638
930792	nonrevenue	2.9539999999999997
2082204	Mount_Zion_AME_Zion	3.6180000000000003
1253804	infantile_onset	1.999
1050468	Wizzard_Media_NYSE_Amex	3.605
180733	Short_Pump	6.263
1015351	FAVORS	2.247
19753	pedigree	0.938
640514	DOMINIQUE	2.819
1303346	Sequoia_Capital_Benchmark	3.069
1973567	DELETE_INcorrect_reference	2.315
505777	Habimana	1.4880000000000002
2123628	endangered_Kootenai	3.318
1788152	DNS_suffix	2.688
976785	Rep._LaVar_Christensen	3.773
1534165	Nofz	3.548
1523290	particle_separators	3.445
666562	Etosha_National	6.5520000000000005
39494	Men_Basketball	3.946
181937	Jovovich	4.351
1472999	NASA_Lunar_CRater	2.84
814448	WCTI	5.431
1304990	Lezi	4.02
781958	thiols	2.55
2104253	die_Kiwo	3.753
27127	infested	3.589
1343813	samson	4.027
1633622	ALBEE	2.46
1979987	Dialog_Optim	3.1060000000000003
1404884	DIRK_NOWITZKI	3.103
1353872	Rue_Saint_Honoré	4.271
525121	Instant_gratification	1.051
1654300	Joel_Lipperini	3.853
350916	gusher_unclear	1.854
164755	Poinsett	6.585
2064024	RockBridge_Capital	3.693
355127	eeked	3.199
268951	Meston	2.298
1719692	Trinitarian_theology	0.649
1792740	James_A._Winnefeld	2.858
952108	caballero	5.067
126207	Sha_Tin	3.627
2030339	fur_2YO_Fil_Mdn	3.7439999999999998
1051865	seminars_webinars	1.4980000000000002
1455823	Looted_artifacts	4.8260000000000005
1036960	MEDIA_DAY	2.839
62605	BNI	3.8489999999999998
1611653	HOLDING_COURT	2.387
607173	Sabag	4.2989999999999995
1839762	Haama_Daily	3.201
81238	bestows	1.286
820261	EL###	2.582
1029856	Pool_Villas	4.237
992945	Piccininni	3.091
971085	James_Tutino	4.787
1612268	Kvedar_notes	3.2680000000000002
1790503	Kaptain_Kelmoore	0.9109999999999999
1487380	Naran_Rathwa	2.052
1908023	Stylianos_Kyriakides	4.471
833517	Transwestern_Investment	4.79
328656	Cannonball_Adderley	2.548
1454075	staring_transfixed	3.801
1553798	Sulcus	3.2769999999999997
88727	hostage_taker	6.593999999999999
1265692	Billy_Shotko	4.0280000000000005
1492844	pyritic_zones	2.452
1614614	Anil_Shrikhande	2.416
1476508	Dwight_Landreneau	3.071
740454	LibertyPointe_Bank	2.526
1298741	Elaine_Nagey	3.909
684484	Lagerstrom	5.9670000000000005
1773336	IAMGOLD_IAMGOLD	2.9810000000000003
1058538	Shopper_Trak_RCT	2.5839999999999996
1529351	Pensco	1.426
1304752	Fashion_Week_LFW	4.721
1177688	cereal_eaters	3.449
259235	Ross_Ade	5.937
196019	Ngilu	1.935
1323859	Referee_Alberto_Undiano	3.781
1727413	REX_GROSSMAN	3.147
1455256	Port_Autonome	4.16
738867	newspaper_Diario	5.407
367299	Olivea	5.165
1214602	Woollen_Mills	5.75
1226492	Teslik	1.389
946287	DaDa	5.421
381856	Midtjylland	4.971
1169591	Check_Cashers_Act	1.19
2144773	blubbering_saps	2.965
1448913	Discount_retailer_Matalan	3.0839999999999996
1566396	Silverstein_Never_Been	3.177
980254	LegalView.info	2.137
523590	Fall_VON	3.511
845019	Shurts	4.166
202734	Schriner	5.755
690145	Gotzis	5.313
681781	DS_Norden	4.095
489496	Golden_Chariot	4.248
1649516	weather_Janine_Curlee	3.588
235004	Paul_Klee	5.462000000000001
624331	Edinburg_Coyotes	4.289
725480	bathroom_kitchenette	4.591
650905	Little_Miss_Muffet	5.67
1962498	columnist_Sima_Kadmon	3.895
546990	Citizen_Corps	1.963
2021812	visit_www.authoria.com	2.8960000000000004
936929	Powerlessness	0.631
1269717	Catherine_Ciarlo	3.475
1181848	Emeka_Ojukwu	3.15
1124642	Beast_Mugabi	4.861000000000001
788248	Nerolac	4.39
322977	###MBps	2.437
1675564	Yvonne_Terlingen_Amnesty_International	0.5429999999999999
238901	RM_Auctions	5.502999999999999
1658907	BSafe	2.8339999999999996
374282	DHKP_C	2.923
1841833	Larry_Manetti	3.822
968692	FRIDA	2.162
1546280	hotspot_finder	2.62
407226	Yendys	5.51
1490332	mistress_massage_therapist	3.8310000000000004
284310	CS_Northridge	4.395
407423	DAVID_BRODER	1.486
389137	HVT	2.385
156281	Carnegie_Challenge	5.065
247374	Heavily_Indebted_Poor	1.6969999999999998
1785336	Burt_Reynold	2.9
706854	Nazi_insignia	5.622000000000001
373900	Fede	1.169
123868	Akure	1.7730000000000001
137668	Don't	3.592
505341	Zack_Torquato	5.0169999999999995
494132	Fastnet_Race	5.426
1329123	Dr_Zainal_Abidin	3.0410000000000004
1975433	arteries_dilate	3.465
452418	Saitama_Stadium	6.327999999999999
429650	electrowetting	2.342
204986	Get_Shorty	3.1660000000000004
1334312	Pi'ilani_Highway	4.289
704952	flavored_cigars	6.197
113326	NEM	0.892
140109	Glory_Days	1.999
934064	DISTRIBUTORS	2.5780000000000003
126586	Occam	3.35
1667524	Jah_Youths	1.901
631385	Genevac	4.213
2010968	Shiv_Naresh	3.636
993715	Cody_DeMoss_Heflin_La.	3.824
1426899	Rosa_Mexicana	3.806
77063	wafted	4.1530000000000005
1953812	reagents_kits	3.197
1177563	Schlegal	3.332
483583	amongst_yourselves	1.8940000000000001
2151826	Amir_Mohammad_Asif	2.783
351183	President_Stjepan_Mesic	4.05
2076357	Igbo_Eze_North	2.533
1011451	Giovanni_Moreno	4.186
879469	4MHz	3.298
350223	Spreng	1.8090000000000002
257551	Al_Haramain_Islamic	4.607
1855354	Batalwi	3.591
976506	Inex_Pharmaceuticals	2.6719999999999997
554549	Clonmore	2.215
1500751	FAMU_Rattlers	2.488
1370021	Cyrville_Road	4.178
1177237	VOD.L	3.2910000000000004
988610	Bussanich	4.048
1409952	AFG####_Series	1.953
1173328	Maureen_Clancy	2.839
1629008	Amanda_Pezzullo	3.5069999999999997
500953	Chive	4.496
1183796	Hapoel_Ramat_Gan	3.5389999999999997
1593927	Gambhir_Ishant	3.259
450924	Rathnew	4.49
963404	Mont_Blanc_pens	5.959
291621	Untraceable	1.25
2152558	sharing_towels_razors	2.589
357921	indigenous_Fijian	1.194
1040583	Osmaston	5.055
1817008	Bustar_Maitar_Greenpeace	3.4589999999999996
1452517	Ethan_Meus	3.73
915794	bicentennial_festivities	4.423
258482	Shir	3.781
1292540	rumba_tango	3.613
976429	OnStor	4.1739999999999995
1329903	CIOs_CSOs	1.402
1698281	Naweed_Syed	2.655
1052644	missioned	0.89
441657	Emerged	2.354
1961618	clooney	3.556
728202	Companhia_Energetica_de	3.944
1473527	retaspimycin_hydrochloride	2.392
331153	Pavlis	4.448
1513810	AMP3	1.9280000000000002
1247026	matcha_tea	4.684
127865	Bonnar	5.632000000000001
519112	Bhagam_Bhag	2.763
1229212	Wayne_Consalvi	4.85
1892794	Garrett_Treffer	3.19
1895638	TSX_PKZ	3.094
336382	sexual_servitude	1.743
1666070	claims_commissioner_Tozi	1.96
1607511	Mike_Spinnler	4.2669999999999995
2036397	Mr._Chastko	2.385
1173884	Rep._Jean_Wagenius	2.209
1721136	Accordionist_Joe	4.065
1703161	MOVES_OVER	3.327
1248878	Mayster	3.862
1518997	ENSCHEDE	3.346
1956467	Andy_Draayer_##:##_SUB	2.6319999999999997
676091	Healive	2.276
159715	Applied_Digital	4.396
719081	Command_SPAWAR	1.107
710804	Moussa_Magassa	6.551
621745	Cicero_XM	3.057
1624299	Devin_Pipkin	3.745
2134956	adages_Unless	2.029
661853	Biblical_verse	2.9
1397096	Potassium_Nitrate	3.73
1331965	Dean_Oroke	2.5789999999999997
1714690	Pieta_statue	3.363
1066038	Ixtaca	2.688
677654	Funky_Chicken	6.256
367605	Rockstars	3.19
584890	Prenova	2.886
1521647	consent_decree_mandating	1.4780000000000002
467213	Surowiecki	1.127
1725192	Postponed_Due_To	2.986
1369991	Compagnie_du	2.096
952299	compl_##-##-##_tested	3.8960000000000004
1693067	Combating_HIV_AIDS	2.156
772572	William_Kovacic	1.805
420119	tiresomely	0.53
2068250	Qi_Haifeng	4.063
1422749	Ra_Ra_Rasputin	2.546
736211	Delivery_Confirmation	2.93
1013304	saphenous_vein_graft	1.507
1604029	Referendum_Law_公民	2.9560000000000004
1541850	AU_Singhdeo	2.338
1751358	Khosrow_Semnani	3.097
1629384	Aerostat_radars	3.017
789835	answerer	3.343
1352619	Prototron_Circuits	2.78
2165958	St._Vrain_Canyon	3.7030000000000003
1849238	membrane_separator	3.4360000000000004
160327	#.###.##	3.963
2102252	Luca_Toni_Fiorentina	3.0989999999999998
1265642	Guilaume	1.7080000000000002
267237	Modelled	3.115
1282682	Looking_Statements_Except	2.7430000000000003
1131098	Kostoryz	4.776
1834070	Antario_Williams	1.985
1133650	plausible_hypothesis	1.5859999999999999
1670352	Pharaoh_Tutankhamen	3.7569999999999997
1701355	young_egocentric_hitman	2.419
1378798	white_surplice	4.128
396060	SunCor	3.69
1838311	earthen_floors	4.155
670973	lpender@rcpmag.com	4.333
1631406	Maria_Lourdes_Afiuni	1.693
817883	spokesman_Abubakar_Nataprawira	4.9
1097350	IntelliFill_iv	3.165
302899	Tort_Reform	1.556
75428	Oglethorpe	6.132000000000001
11907	mansion	7.9510000000000005
1100066	visiting_http://www.redcross.org	3.5460000000000003
1108810	Tom_Horgen	3.056
611628	Rob_Hennigar	4.745
206805	Solomon_Alabi	3.105
196897	Brackin	5.15
1990557	Nam_Vo	1.882
1483862	orange_turbans	4.482
1348872	Expansionist_Israeli_housing	1.973
873208	amine_treating_plants	2.747
517511	Antarctic_seas	6.004
2037995	Massachusetts_JEHT	3.838
2166064	WOMX	3.0
67159	Primetime	3.248
1264572	Buzil	2.605
1598084	Gypsum_Wholesalers	3.8739999999999997
2007626	Gin_Joints	3.113
1720440	Cogo_focuses	3.392
287113	Craig_Steltz	4.803999999999999
827665	Agapanthus	6.135
88274	MON	3.741
1185761	Copper_Peptide_technology	2.1590000000000003
1367264	Research_Centers_NSRCs	3.1180000000000003
1792889	MWIS	2.197
79336	Prudhomme	5.502999999999999
280762	HAVE_YOU	4.258
157069	Zhvania	1.8319999999999999
1353341	John_Sanbrailo_PADF	1.714
63346	art_deco	6.8260000000000005
827218	Actew	4.0760000000000005
1716048	Dr._Hombeck	1.339
1043596	post-gazette.com/tv	3.685
2020152	Abdul_Majeed_Ismail	2.772
1721352	Lou_braying	4.575
69290	Basile	3.6310000000000002
1960958	Easter_egg_endings	3.5839999999999996
250065	sta	3.388
1627614	Khmer_Rouge_notorious_Tuol	4.397
1910205	bafetinib_demonstrated	2.156
39927	Rockstar	5.847
1129484	MATP	1.8840000000000001
1989187	Handicapped_Veteran	3.4219999999999997
1049025	slice_backhands	4.602
1905030	Milex_Complete_Auto	1.374
2096955	HP_TouchSmart###	3.322
62415	corpus	3.19
407739	Piecemeal	0.987
251788	telomere	5.29
2104285	Blackbob_Park	3.9189999999999996
1164113	Leinier_Dominguez	3.697
1609937	STACEY_ALTHERR	2.498
419425	VSN	2.98
1961846	Cienegas	3.3480000000000003
884309	Cynergy_Systems	3.65
1410461	Avascular_necrosis	3.388
465848	Chinery	5.303
504774	SPAY	5.325
783043	Bo_Mya	4.126
13534	decreases	1.953
492339	optionMONSTER_Heat_Seeker	6.643
710769	CPM_MLA	4.9110000000000005
344174	plangent	0.987
1842867	Mike_Figgis_Leaving	3.03
811396	www.timesonline.co.uk	5.445
65519	organ_transplant	5.026
2006619	St._Louis_MUNY	2.766
1810142	'3_.4_billion	3.299
2067095	Kari_Dorle	3.792
2042191	trln_hkd	2.998
781464	Hanga_Roa	6.539
146052	catcher_Rod_Barajas	4.925
634873	Menallen_Township	5.997000000000001
911620	regrew	4.172
1415736	honorary_professorships	2.2359999999999998
571869	inciters	0.6409999999999999
372203	Trip_Chowdhry	0.7829999999999999
1932641	WWII_vet_fights	3.415
2035746	TUFF_N	2.7560000000000002
201557	Petals	6.185
1671094	defendant_intervenors	2.6319999999999997
1101800	ANDERSON_COUNTY_Anderson	2.657
592002	Pagni	3.967
172699	Shiloh_Baptist_Church	5.526
1057463	Feds_Charge	2.153
604972	unilaterally_terminate	0.8270000000000001
697654	DGRI	3.64
1701709	subcutaneous_immunotherapy	3.097
1459577	hardcourt_tuneup	3.612
16816	Bashir	4.282
200982	graceless	0.626
491750	Marc_Fiore	2.026
2143743	climb_Cho_Oyu	3.528
482304	Swapalease.com	2.727
540852	Alam_Shah	4.836
1314686	AE_Bean	3.94
451928	Sebastian_Vollmer	5.194
931744	Compuware_Configuresoft_Continuity	2.2119999999999997
1285401	Samarasingha	1.4140000000000001
1947527	Herb_Stewartson	3.888
1321210	Mega_TravelDrive	3.134
95787	Bulloch	5.515
1966348	SVN_Equities	3.136
1599083	Black_capped_chickadees	3.449
610195	fairer_simpler	1.5190000000000001
1220824	Mistal	1.8119999999999998
1839552	ԁ_і	1.785
454078	TCRA	1.304
626898	Khilnani	2.166
1196388	DUDEK	4.125
2114419	Tarek_El_Jarmouni	2.9619999999999997
1880906	Fred_Luntsford	1.065
1009663	Dr._Moby_Solangi	2.779
1329898	mayor_Valery_Shantsev	4.677
204872	POWERS	1.3090000000000002
1711956	baritone_soloists	1.5419999999999998
540061	Bruce_Kovner	2.971
847228	Smargiassi	2.6839999999999997
736911	Predictive_Dialer	1.828
984806	Repudiating	0.5489999999999999
2163149	Hotung_Investment	3.542
634239	Dead_Milkmen	4.195
958581	NYP_Holdings	3.272
812679	Mickey_Dolenz	4.336
1445061	DZEKO	3.1710000000000003
1180823	R_Warson_Woods	3.222
1479231	Quik_Drop	4.148
924834	Gary_Greenebaum	3.305
1035221	Jagori	2.233
975309	Alternating_lane_closures	2.0469999999999997
1236414	Stay_Informed	3.992
1723265	Raghavan_Seetharaman	1.4240000000000002
396019	Asfaw	3.69
2109086	STAMPS_Teri	2.842
1890717	Aqua_Sphere_™	2.887
21150	ballgame	5.052
626110	potassium_sulphate	2.461
83317	intricately	1.101
1021991	de_la_Lune	6.109
1521903	Andrew_Hippert	2.9539999999999997
1643432	Raabe_Wizard	3.846
1839302	Caldecott_QC	3.6630000000000003
843669	Toxic_Enforcement	1.51
1846217	CONTRACTION	2.149
310912	ROCKVILLE_Md._BUSINESS_WIRE	3.116
70864	MRS	2.779
437193	countertrend	1.4469999999999998
1145789	Ramazanzadeh	0.664
860937	Birney_Elementary	6.087000000000001
607673	PXT	3.0839999999999996
1529570	whip_Abdus_Shahid	2.9760000000000004
1448736	ZICO_Pure_Premium	3.9389999999999996
832668	Wang_Shipeng	5.337000000000001
1130923	postexposure_prophylaxis	1.1740000000000002
1238259	Hankewich	3.12
465800	Mokotedi_Mpshe	2.426
483729	Crowdis	1.493
768168	Holland_Sylvania	4.497
1714812	nagpapasalamat	2.679
1063034	ARBITRON	2.88
553763	Kilpela	5.671
1432895	Sean_Greathead	3.912
1046449	ROSLYN	4.851
848662	Nyi	4.732
1172054	Godric_Smith	3.9
1672945	WERE_INVOLVED_IN	3.3939999999999997
713192	Dave_Karraker	1.09
483600	XServe	2.963
1571591	CFB_boilers	1.686
1977028	Mr._Malahias	3.326
1122736	Cost_Estimating	1.649
518175	Valista	2.985
73949	urologist	7.391
925462	Ha_Noi_Mar.	2.178
1122426	Yseult	4.031000000000001
1409721	goalkeeper_Rachel_Imison	3.766
2026939	al_Baqee	1.895
591611	Dagombas	0.701
1945803	Ngoc_Tu	4.0760000000000005
705311	Common_Denominator	3.7319999999999998
2081177	AMEX_OHB	1.979
681272	NYSE_BLC_Gannett	2.204
244926	Babri	2.665
1780195	Sneden_Landing	3.701
2074574	Shraddha_Pandit	2.4090000000000003
1034062	soho	5.02
1706376	McElvaine_Investment	2.417
1549897	Yu_Kameoka	2.65
1203590	Judge_Boshier	1.199
185514	Asti	5.064
240800	Balistreri	4.843999999999999
530667	Slonina	6.279
1660198	ENGLISH_AS	3.198
1071166	class_=_lblue	3.333
1793973	Pub._L.	2.4219999999999997
506471	Baerg	3.512
1888569	NAMSA_Test	3.365
266995	Wolfley	4.3180000000000005
534418	keV	3.16
426191	Soweto_township	5.263
2132686	OUELLET	1.391
340740	Scattered_thunderstorms	5.144
81669	Strobel	4.772
1046935	Myer_Horowitz	3.1239999999999997
436761	Okamiden	5.165
1041185	PokerSource.com	2.4090000000000003
1844856	Info_www.rei.com	1.767
2146873	Huhtamaki_Packaging	3.699
2164250	Genevieve_Gallen	3.35
144691	Outstanding_Contribution	4.977
1351119	Terrorism_Expeditionary	3.813
1144064	Cognizant_Technology_Solutionscorp_CTSH	3.12
1524245	scaly_armor	3.688
945908	Rawhiti	4.17
2122256	ventilation_lumbar	1.808
1732121	Cantox	3.86
1037119	Nordeman	3.6830000000000003
2095280	EXCH	2.283
2166981	Jack_Scalcucci	3.762
1103545	Iberian_undertakes	2.351
1100146	UNCF_administers	2.593
1812393	Thet_Naing_Oo	3.202
992413	Passé	2.017
214855	Hoopa	5.189
1998179	Friedensen	2.39
1729191	fellow_Brat_Packer	2.7539999999999996
817942	Zucula	3.9010000000000002
1380209	Cole_Barbano	3.0469999999999997
695053	STEVEN_WALTERS	2.951
702877	RoadLink	2.9760000000000004
851025	B._Maloney_DN.Y.	3.057
1259548	Escondido_JJ_Cale	3.5010000000000003
851961	Riaz_Khokhar	3.431
818187	McGirk	4.218999999999999
1872766	EPS_Y##.##_Y###.##_Y##.##	2.5380000000000003
314114	1st_Battalion_6th	5.706
1557206	Dr_Allan_Freeth	1.5919999999999999
875089	lopper	6.329
726060	Mongols_motorcycle_gang	5.772
537437	RIA_Capital_Markets	1.974
1001825	kilopascals	3.055
888374	Kazutoshi	4.24
2095774	Symon_Brewis_Weston	2.383
1656147	Andy_Holtmann	2.238
1370853	Lara_Uselding	2.98
1177848	Pinac	3.9930000000000003
1240995	affairs_Pierre_Lellouche	4.046
172579	DEIS	2.029
1618045	Shaikh_Jassim	2.421
942879	Prontaprint	4.999
1679903	Intelligent_Scene_Recognition	2.7769999999999997
1313585	lutropin_alfa	2.7230000000000003
225449	Sutherby	5.888
1481192	DINO_Democrat	3.4389999999999996
8261	Simmons	3.7230000000000003
349913	taxation_avoidance	1.554
1914257	Ferrari_Challenge_Stradale	3.287
876839	Agnes_Hagin	3.492
584	short	2.166
1838925	r_h_rbi	2.359
1274811	ImmuKnow_TM	2.59
